问题触发时间,地市,区县,TAC(LAC),数据来源,问题归类(二级),类别要素,主指标表征值,处理优先级,是否为FDD站点,是否指纹库智能分析系统运算,是否列为白名单,是否为性能交维站点,资管生命周期状态,劣化次数,告警触发次数,日均流量(GB),业务要素,场景要素,覆盖类型,覆盖场景,中心经度,中心维度,厂家名称,自愈状态
7月,湖州,德清,22316,北向性能,RRC重建比质差,质量,10.18,高,否,否,否,是,现网,3,4,0.01,数据,室外,室外,村庄,120.288,30.522,华为,派单
8月,湖州,安吉,22308,北向性能,无线接通质差,质量,97.26,高,否,否,否,是,现网,3,2,0,数据,小微站,室外,休闲娱乐场所,119.621,30.525,华为,派单
7月,湖州,安吉,22308,北向性能,RRC重建比质差,质量,10.7,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,乡镇,119.674,30.428,华为,派单
8月,湖州,安吉,22308,北向性能,RRC重建比质差,质量,11.55,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,低层居民区,119.599,30.529,华为,派单
9月,湖州,安吉,26404,北向性能,无线切换质差,质量,74.63,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,村庄,119.538,30.721,华为,派单
7月,湖州,安吉,22308,北向性能,无线掉线质差,质量,2.8,高,否,是,否,是,现网,3,6,0,数据,室外,室外,村庄,119.476,30.417,华为,派单
7月,湖州,安吉,22308,北向性能,无线掉线质差,质量,3.02,中,否,是,否,是,现网,3,1,0,数据,室外,室外,村庄,119.476,30.417,华为,派单
8月,湖州,安吉,22308,北向性能,RRC重建比质差,质量,14.43,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,村庄,119.529,30.535,华为,派单
10月,湖州,长兴,22315,北向性能,VOLTE丢包质差,质量,4.36,高,否,否,否,是,现网,3,4,0,语音,室外,室外,村庄,119.929,30.756,华为,派单
8月,湖州,长兴,22309,北向性能,RRC重建比质差,质量,14.57,高,否,否,否,是,现网,5,6,0.01,数据,室外,室外,村庄,119.66,30.946,华为,派单
8月,湖州,长兴,22318,北向性能,RRC重建比质差,质量,12.2,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,119.802,31.129,华为,派单
8月,湖州,安吉,22311,北向性能,RRC重建比质差,质量,13.72,高,否,否,否,是,现网,5,6,0.01,数据,室外,室外,村庄,119.662,30.61,华为,派单
8月,湖州,长兴,22318,北向性能,RRC重建比质差,质量,10.36,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,119.701,31.075,华为,派单
7月,湖州,长兴,26540,北向性能,无线切换质差,质量,91.24,高,否,否,否,是,现网,4,6,0.01,数据,室外,室外,村庄,119.916,31.1,华为,派单
9月,湖州,长兴,26659,北向性能,RRC重建比质差,质量,13.26,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,119.904,30.994,华为,派单
9月,嘉兴,海宁,26684,SEQ,CSFB回落质差,质量,91.02,高,否,否,否,是,现网,3,4,0.04,语音,室分,室内,商业中心,120.38,30.347,中兴,派单
9月,嘉兴,海宁,26684,SEQ,CSFB回落质差,质量,91.59,高,否,否,否,是,现网,3,2,0.02,语音,室分,室内,商业中心,120.38,30.347,中兴,派单
7月,嘉兴,海盐,22330,北向性能,无线接通质差,质量,93.74,高,否,否,否,是,现网,5,14,0.01,数据,室分,室内,低层居民区,120.926,30.518,中兴,派单
8月,嘉兴,嘉善,22320,北向性能,无线切换质差,质量,91.09,高,否,否,否,是,现网,4,6,0.01,数据,室外,室外,高层居民区,120.858,30.974,中兴,派单
10月,嘉兴,南湖,26675,北向性能,无线掉线质差,质量,3.04,高,否,是,否,是,现网,4,14,0,数据,室外,室外,休闲娱乐场所,120.81,30.813,中兴,派单
10月,嘉兴,南湖,26675,北向性能,无线掉线质差,质量,4.96,高,否,是,否,是,现网,3,8,0,数据,室外,室外,休闲娱乐场所,120.81,30.813,中兴,派单
8月,嘉兴,秀洲,26427,北向性能,无线接通质差,质量,96.34,高,否,否,否,是,现网,3,3,0,数据,室外,室外,工业园区,120.686,30.597,中兴,派单
8月,嘉兴,南湖,22585,北向性能,无线接通质差,质量,95.23,高,否,否,否,是,现网,4,4,0,数据,室外,室外,城区道路,120.752,30.709,中兴,派单
7月,嘉兴,桐乡,26674,SEQ,语音质差,感知,12.73,高,否,否,否,是,现网,4,14,0.01,语音,室外,室外,高层居民区,120.556,30.661,中兴,派单
9月,嘉兴,桐乡,26420,北向性能,无线切换质差,质量,89.58,高,否,否,否,是,现网,3,2,0.01,数据,室分,室内,企事业单位,120.54,30.63,中兴,派单
7月,嘉兴,嘉善,22576,北向性能,VOLTE丢包质差,质量,4.82,高,否,否,否,是,现网,4,3,0,语音,室外,室外,高层居民区,120.97,30.866,中兴,派单
9月,嘉兴,海宁,22587,北向性能,无线掉线质差,质量,1.92,高,否,是,否,是,现网,3,3,0.04,数据,小微站,室外,高校,120.432,30.433,中兴,派单
7月,嘉兴,秀洲,22586,北向性能,无线切换质差,质量,91.4,高,否,否,否,是,现网,3,6,0,数据,小微站,室外,低层居民区,120.778,30.798,中兴,派单
7月,嘉兴,秀洲,26427,北向性能,VOLTE丢包质差,质量,3.22,高,否,否,否,是,现网,3,3,0,语音,室分,室内,工业园区,120.602,30.619,中兴,派单
7月,金华,义乌,26524,北向性能,RRC重建比质差,质量,10.72,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.08,29.163,华为,派单
8月,金华,东阳,22676,北向性能,无线接通质差,质量,96.33,高,否,否,否,是,现网,3,2,0,数据,室外,室外,村庄,120.401,29.077,诺基亚,派单
10月,金华,东阳,22676,北向性能,无线接通质差,质量,96.45,高,否,否,否,是,现网,3,8,0,数据,室外,室外,村庄,120.401,29.077,诺基亚,派单
7月,金华,义乌,26769,北向性能,无线掉线质差,质量,2.45,高,否,是,否,是,现网,4,14,0,数据,室分,室内,写字楼,120.082,29.307,华为,派单
7月,金华,金东,26775,北向性能,无线切换质差,质量,90.3,高,否,否,否,是,现网,4,7,0.01,数据,室外,室外,村庄,119.795,29.166,华为,派单
9月,金华,永康,26523,北向性能,无线接通质差,质量,96.65,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,120.189,28.809,诺基亚,派单
10月,金华,浦江,26777,北向性能,无线掉线质差,质量,2.22,高,否,是,否,是,现网,3,11,0,数据,室外,室外,村庄,119.722,29.469,诺基亚,派单
10月,金华,浦江,26777,北向性能,无线接通质差,质量,95.18,高,否,否,否,是,现网,6,17,0,数据,室外,室外,村庄,119.722,29.469,诺基亚,派单
10月,金华,浦江,26777,北向性能,无线掉线质差,质量,3.47,高,否,是,否,是,现网,5,16,0,数据,室外,室外,村庄,119.722,29.469,诺基亚,派单
10月,金华,浦江,22421,北向性能,无线接通质差,质量,95.71,高,否,否,否,是,现网,5,13,0,数据,室外,室外,村庄,119.752,29.496,卡特,派单
9月,金华,浦江,22421,北向性能,无线接通质差,质量,95.58,高,否,是,否,是,现网,4,8,0,数据,室外,室外,村庄,119.737,29.501,诺基亚,派单
9月,金华,东阳,26513,北向性能,无线接通质差,质量,94.54,高,否,是,否,是,现网,6,6,0,数据,室外,室外,村庄,120.442,29.475,诺基亚,派单
9月,金华,东阳,26513,北向性能,无线接通质差,质量,96.53,高,否,否,否,是,现网,3,2,0,数据,室外,室外,村庄,120.442,29.475,诺基亚,派单
10月,金华,东阳,26513,北向性能,无线接通质差,质量,96.12,高,否,否,否,是,现网,4,10,0,数据,室外,室外,村庄,120.496,29.356,诺基亚,派单
8月,金华,东阳,26553,北向性能,无线接通质差,质量,92.14,高,否,否,否,是,现网,5,7,0,数据,室外,室外,村庄,120.6,29.271,诺基亚,派单
9月,金华,东阳,26553,北向性能,VOLTE丢包质差,质量,4.62,高,否,否,否,是,现网,3,3,0.01,语音,室外,室外,村庄,120.651,29.325,诺基亚,派单
9月,金华,东阳,22676,北向性能,无线接通质差,质量,95.85,高,否,是,否,是,现网,4,6,0,数据,室外,室外,村庄,120.437,29.121,诺基亚,派单
8月,金华,东阳,22676,北向性能,无线接通质差,质量,95.18,高,否,否,否,是,现网,3,5,0,数据,室外,室外,村庄,120.437,29.121,诺基亚,派单
10月,金华,东阳,22676,北向性能,无线接通质差,质量,96.2,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,120.437,29.121,诺基亚,派单
8月,金华,磐安,22422,北向性能,无线接通质差,质量,95.74,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,120.663,28.963,诺基亚,派单
8月,金华,武义,22420,北向性能,无线接通质差,质量,96.01,高,否,否,否,是,现网,4,4,0,数据,室外,室外,村庄,119.913,28.968,诺基亚,派单
8月,金华,武义,26558,北向性能,无线掉线质差,质量,2.7,高,否,是,否,是,现网,3,4,0,数据,室外,室外,村庄,119.558,28.553,诺基亚,派单
7月,金华,义乌,26556,北向性能,无线掉线质差,质量,5.53,高,否,是,否,是,现网,3,6,0,数据,室外,室外,村庄,120.26,29.49,华为,派单
8月,金华,永康,26523,北向性能,无线切换质差,质量,89.3,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,村庄,120.233,28.873,诺基亚,派单
8月,金华,永康,26523,北向性能,无线接通质差,质量,96.56,高,否,否,否,是,现网,3,3,0,数据,室外,室外,城区道路,120.184,28.914,诺基亚,派单
10月,金华,永康,26523,北向性能,无线接通质差,质量,97.07,高,否,否,否,是,现网,3,4,0.01,数据,室外,室外,城区道路,120.184,28.914,诺基亚,派单
10月,金华,永康,22425,北向性能,无线接通质差,质量,96.38,高,否,否,否,是,现网,3,5,0,数据,室外,室外,村庄,119.939,28.967,诺基亚,派单
7月,金华,金东,22416,北向性能,无线接通质差,质量,95.34,高,否,否,否,是,现网,6,2,0.01,数据,室外,室外,高铁,119.75,29.047,华为,派单
8月,金华,婺城,22417,北向性能,RRC重建比质差,质量,11.75,高,否,否,否,是,现网,5,8,0.01,数据,室分,室内,城中村,119.647,29.092,华为,派单
10月,金华,婺城,22417,北向性能,RRC重建比质差,质量,15.48,高,否,否,否,是,现网,4,8,0.01,数据,室分,室内,城中村,119.65,29.091,华为,派单
7月,金华,永康,26526,北向性能,VOLTE丢包质差,质量,4.94,高,否,否,否,是,现网,4,6,0,语音,室分,室内,低层居民区,120.039,28.904,诺基亚,派单
8月,金华,永康,26526,北向性能,无线切换质差,质量,94.87,高,否,否,否,是,现网,3,3,0.01,数据,室分,室内,低层居民区,120.034,28.902,诺基亚,派单
8月,金华,永康,26632,北向性能,无线切换质差,质量,92.11,高,否,否,否,是,现网,5,5,0,数据,室分,室内,低层居民区,120.019,28.895,诺基亚,派单
7月,金华,婺城,22417,SEQ,CSFB回落质差,质量,71.82,高,否,否,否,是,现网,4,5,0.02,语音,室分,室内,高层居民区,119.653,29.074,华为,派单
8月,金华,东阳,26759,北向性能,VOLTE丢包质差,质量,14.23,高,否,否,否,是,现网,4,9,0,语音,小微站,室内,风景区,120.309,29.144,诺基亚,派单
10月,金华,东阳,26759,北向性能,无线接通质差,质量,97.27,高,否,否,否,是,现网,3,8,0,数据,小微站,室内,风景区,120.309,29.144,诺基亚,派单
8月,金华,婺城,22424,北向性能,无线切换质差,质量,92.15,高,否,否,否,是,现网,5,9,0,数据,室分,室内,高层居民区,119.654,29.113,华为,派单
8月,金华,义乌,22682,北向性能,无线接通质差,质量,89.63,高,否,否,否,是,现网,5,9,0.01,数据,室分,室内,低层居民区,120.113,29.298,华为,派单
10月,金华,兰溪,26525,北向性能,无线接通质差,质量,96.66,高,否,否,否,是,现网,4,17,0.01,数据,室外,室外,企事业单位,119.46,29.216,诺基亚,派单
9月,金华,婺城,22424,SEQ,CSFB回落质差,质量,97.26,中,否,否,否,是,现网,3,1,0.02,语音,室外,室外,低层居民区,119.656,29.104,华为,派单
7月,金华,婺城,26628,北向性能,RRC重建比质差,质量,13.95,高,否,否,否,是,现网,3,3,0,数据,室外,室外,低层居民区,119.637,29.114,华为,派单
10月,金华,武义,26634,北向性能,VOLTE掉话质差,感知,2.04,高,否,否,否,是,现网,3,3,0,语音,室外,室外,低层居民区,119.817,28.899,诺基亚,派单
7月,金华,东阳,26627,北向性能,无线切换质差,质量,91.38,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.19,29.282,诺基亚,派单
7月,金华,东阳,26520,北向性能,无线掉线质差,质量,2.74,高,否,是,否,是,现网,5,12,0,数据,室外,室外,别墅群,120.165,29.281,诺基亚,派单
7月,金华,东阳,26520,北向性能,VOLTE掉话质差,感知,4.91,高,否,否,否,是,现网,6,24,0,语音,室外,室外,别墅群,120.165,29.281,诺基亚,派单
8月,金华,东阳,26520,北向性能,VOLTE掉话质差,感知,3.88,高,否,否,否,是,现网,5,7,0,语音,室外,室外,别墅群,120.165,29.281,诺基亚,派单
9月,金华,兰溪,26776,北向性能,无线接通质差,质量,96.16,高,否,是,否,是,现网,4,3,0,数据,室外,室外,村庄,119.604,29.289,诺基亚,派单
10月,金华,兰溪,22419,北向性能,无线接通质差,质量,95.38,高,否,否,否,是,现网,4,6,0,数据,室外,室外,村庄,119.774,29.382,诺基亚,派单
9月,金华,永康,26523,北向性能,无线接通质差,质量,93.41,高,否,是,否,是,现网,5,6,0,数据,室外,室外,村庄,120.136,28.79,诺基亚,派单
10月,金华,永康,22425,北向性能,无线接通质差,质量,95.57,高,否,否,否,是,现网,5,5,0,数据,室外,室外,村庄,120.01,28.992,诺基亚,派单
10月,金华,永康,26523,北向性能,无线接通质差,质量,96.82,高,否,否,否,是,现网,3,6,0,数据,室外,室外,村庄,120.251,28.908,诺基亚,派单
9月,金华,永康,26523,北向性能,无线接通质差,质量,94.71,高,否,是,否,是,现网,6,6,0,数据,室外,室外,村庄,120.216,28.907,诺基亚,派单
7月,金华,永康,22425,北向性能,无线接通质差,质量,94.94,高,否,否,否,是,现网,5,6,0,数据,室外,室外,村庄,120.081,29.084,诺基亚,派单
9月,金华,永康,22425,北向性能,无线接通质差,质量,96.72,高,否,是,否,是,现网,3,3,0,数据,室外,室外,村庄,120.081,29.084,诺基亚,派单
7月,金华,永康,22425,北向性能,无线接通质差,质量,95.29,高,否,否,否,是,现网,4,4,0,数据,室外,室外,村庄,120.07,29.074,诺基亚,派单
10月,金华,永康,26523,北向性能,无线切换质差,质量,86.74,高,否,是,否,是,现网,3,9,0.01,数据,室外,室外,村庄,120.251,28.948,诺基亚,派单
7月,金华,永康,22425,北向性能,无线接通质差,质量,82.21,高,否,否,否,是,现网,5,5,0,数据,室外,室外,村庄,120.001,29.049,诺基亚,派单
10月,金华,永康,26632,北向性能,无线接通质差,质量,95.35,高,否,否,否,是,现网,4,7,0,数据,室外,室外,乡镇,120.029,28.785,诺基亚,派单
7月,金华,永康,22425,北向性能,无线接通质差,质量,96.31,高,否,否,否,是,现网,4,4,0,数据,室外,室外,村庄,120.109,29.094,诺基亚,派单
7月,金华,永康,22425,北向性能,无线接通质差,质量,94.99,高,否,否,否,是,现网,5,7,0,数据,室外,室外,村庄,119.97,28.992,诺基亚,派单
7月,金华,永康,26753,北向性能,无线切换质差,质量,89.69,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.053,28.834,诺基亚,派单
7月,金华,永康,26753,北向性能,无线切换质差,质量,87.56,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,120.053,28.834,诺基亚,派单
9月,金华,永康,26523,北向性能,无线接通质差,质量,96.16,高,否,是,否,是,现网,3,3,0,数据,室外,室外,村庄,120.211,28.841,诺基亚,派单
7月,丽水,莲都,22410,北向性能,无线接通质差,质量,95.89,高,否,否,否,是,现网,3,2,0,数据,室外,室外,低层居民区,119.773,28.274,大唐,派单
7月,丽水,缙云,22412,北向性能,RRC重建比质差,质量,18.39,高,否,否,否,是,现网,3,7,0,数据,室外,室外,村庄,120.161,28.474,华为,派单
8月,丽水,缙云,22412,北向性能,RRC重建比质差,质量,12.75,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,村庄,120.311,28.628,华为,派单
8月,丽水,缙云,22412,北向性能,RRC重建比质差,质量,17.93,高,否,否,否,是,现网,4,13,0.01,数据,室外,室外,村庄,120.29,28.436,华为,派单
8月,丽水,景宁,22409,北向性能,无线接通质差,质量,96.31,高,否,否,否,是,现网,4,6,0,数据,室外,室外,低层居民区,119.806,28.024,华为,派单
7月,丽水,龙泉,26508,北向性能,RRC重建比质差,质量,15.69,高,否,否,否,是,现网,3,23,0,数据,室外,室外,低层居民区,119.073,27.961,华为,派单
8月,丽水,龙泉,26508,北向性能,RRC重建比质差,质量,21.11,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,119.073,27.961,华为,派单
7月,丽水,青田,26506,北向性能,无线切换质差,质量,88.79,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.317,28.003,华为,派单
9月,丽水,青田,22405,北向性能,无线切换质差,质量,91.19,高,否,是,否,是,现网,5,13,0.01,数据,室外,室外,公墓,120.283,28.155,华为,派单
7月,丽水,青田,26506,北向性能,无线切换质差,质量,90.55,高,否,否,否,是,现网,4,4,0,数据,室外,室外,村庄,120.226,28.097,华为,派单
7月,丽水,青田,26506,北向性能,无线切换质差,质量,86.76,高,否,否,否,是,现网,5,15,0,数据,室外,室外,村庄,120.226,28.097,华为,派单
7月,丽水,青田,26506,北向性能,无线切换质差,质量,91.83,高,否,否,否,是,现网,3,8,0.01,数据,室外,室外,村庄,120.009,27.962,华为,派单
7月,丽水,青田,26506,北向性能,RRC重建比质差,质量,18.26,高,否,否,否,是,现网,5,6,0,数据,室外,室外,村庄,120.22,28.004,华为,派单
8月,丽水,青田,26507,北向性能,无线切换质差,质量,80.67,高,否,否,否,是,现网,4,5,0,数据,室外,室外,村庄,120.041,28.444,华为,派单
